"id","nama_toko","id_toko","alamat","kontak","titik_lokasi","",""
"1597","Outlet Krajan Kinanti","1597058","Krajan Kinanti, Jawa Tengah","058","-6.4881,111.0411","",""
"1598","Outlet Kemiri","15980785","Kemiri, Jawa Tengah","0785","-6.7679,111.1635","",""
"1599","Outlet Terteg","1599028","Terteg, Jawa Tengah","028","-6.8207,111.2178","",""
"1600","Outlet Belahan","16000854","Belahan, Jawa Tengah","0854","-6.5716,111.0602","",""
"1601","Outlet Kebonsawahan","16010514","Kebonsawahan, Jawa Tengah","0514","-6.7108,111.1459","",""
"1602","Outlet Beringin","16020705","Beringin, Jawa Tengah","0705","-6.7437,111.1545","",""
"1603","Outlet Bangkol","16030653","Bangkol, Jawa Tengah","0653","-6.5336,111.0075","",""
"1604","Outlet Krajan Waturoyo","16040821","Krajan Waturoyo, Jawa Tengah","0821","-6.5951,111.0566","",""
"1605","Outlet Ketitang Wetan","16050358","Ketitang Wetan, Jawa Tengah","0358","-6.7108,111.1898","",""
"1606","Outlet Mencon","16060516","Mencon, Jawa Tengah","0516","-6.8342,111.1909","",""
"1607","Outlet Ngulakan","16070441","Ngulakan, Jawa Tengah","0441","-6.7761,111.2248","",""
"1608","Outlet Guyangan","16080269","Guyangan, Jawa Tengah","0269","-6.8643,111.1202","",""
"1609","Outlet Guyangan","16090541","Guyangan, Jawa Tengah","0541","-6.6598,111.0989","",""
"1610","Outlet Legok","161009","Legok, Jawa Tengah","09","-6.7457,111.1933","",""
"1611","Outlet Sarirejo","16110941","Sarirejo, Jawa Tengah","0941","-6.7473,111.0508","",""
"1612","Outlet Jetak Kulon","16120103","Jetak Kulon, Jawa Tengah","0103","-6.6739,111.091","",""
"1613","Outlet Rendole","16130239","Rendole, Jawa Tengah","0239","-6.733,111.012","",""
"1614","Outlet Lundo","16140397","Lundo, Jawa Tengah","0397","-6.7717,111.2016","",""
"1615","Outlet Geneng","1615055","Geneng, Jawa Tengah","055","-6.6544,111.0971","",""
"1616","Outlet Ngurenrejo","16160088","Ngurenrejo, Jawa Tengah","0088","-6.6962,111.0817","",""
"1617","Outlet Raci","16170579","Raci, Jawa Tengah","0579","-6.7118,111.181","",""
"1618","Outlet Ketapang","1618068","Ketapang, Jawa Tengah","068","-6.5589,111.0379","",""
"1619","Outlet Kedalon","16190707","Kedalon, Jawa Tengah","0707","-6.7217,111.227","",""
"1620","Outlet Ketanen","16200303","Ketanen, Jawa Tengah","0303","-6.6539,111.0637","",""
"1621","Outlet Pule","16210412","Pule, Jawa Tengah","0412","-6.5336,111.0252","",""
"1622","Outlet Mrican","16220193","Mrican, Jawa Tengah","0193","-6.5936,111.0413","",""
"1623","Outlet Pengilon","16230048","Pengilon, Jawa Tengah","0048","-6.818,111.1561","",""
"1624","Outlet Ngepungkrajan","16240603","Ngepungkrajan, Jawa Tengah","0603","-6.7205,111.0717","",""
"1625","Outlet Batur Kidul","16250841","Batur Kidul, Jawa Tengah","0841","-6.7571,111.136","",""
"1626","Outlet Karang","16260203","Karang, Jawa Tengah","0203","-6.7335,111.1589","",""
"1627","Outlet Krajan Karangwage","16270594","Krajan Karangwage, Jawa Tengah","0594","-6.6435,111.0711","",""
"1628","Outlet Jepuro","16280978","Jepuro, Jawa Tengah","0978","-6.728,111.1446","",""
"1629","Outlet Plalangan","16290162","Plalangan, Jawa Tengah","0162","-6.755,111.2264","",""
"1630","Outlet Druju","16300986","Druju, Jawa Tengah","0986","-6.7457,111.13","",""
"1631","Outlet Krajan Tegalombo","16310344","Krajan Tegalombo, Jawa Tengah","0344","-6.4367,111.0032","",""
"1632","Outlet Pentungan","16320417","Pentungan, Jawa Tengah","0417","-6.691,111.1104","",""
"1633","Outlet Baran","16330015","Baran, Jawa Tengah","0015","-6.754,111.0522","",""
"1634","Outlet Bulumulyo","16340101","Bulumulyo, Jawa Tengah","0101","-6.7328,111.1991","",""
"1635","Outlet Plosojenar","16350972","Plosojenar, Jawa Tengah","0972","-6.7489,111.1771","",""
"1636","Outlet Bapoh","16360314","Bapoh, Jawa Tengah","0314","-6.7098,111.0558","",""
"1637","Outlet Krajan Keboromo","16370821","Krajan Keboromo, Jawa Tengah","0821","-6.544,111.0515","",""
"1638","Outlet Ngetuk","16380811","Ngetuk, Jawa Tengah","0811","-6.5664,111.0147","",""
"1639","Outlet Tanggung","16390586","Tanggung, Jawa Tengah","0586","-6.5671,111.0407","",""
"1640","Outlet Karangboyo","16400397","Karangboyo, Jawa Tengah","0397","-6.7316,111.1525","",""
"1641","Outlet Karangnongko","16410894","Karangnongko, Jawa Tengah","0894","-6.7184,111.0201","",""
"1642","Outlet Golong","16420201","Golong, Jawa Tengah","0201","-6.5567,111.0159","",""
"1643","Outlet Tunggulsari","16430792","Tunggulsari, Jawa Tengah","0792","-6.5541,111.0594","",""
"1644","Outlet Trolu","1644006","Trolu, Jawa Tengah","006","-6.7415,111.2149","",""
"1645","Outlet Randangan","16450332","Randangan, Jawa Tengah","0332","-6.7084,110.9897","",""
"1646","Outlet Daulan","16460986","Daulan, Jawa Tengah","0986","-6.77,111.1365","",""
"1647","Outlet Gawanan","16470487","Gawanan, Jawa Tengah","0487","-6.5341,111.0485","",""
"1648","Outlet Pencil","16480877","Pencil, Jawa Tengah","0877","-6.7412,111.1145","",""
"1649","Outlet Sanglur","16490799","Sanglur, Jawa Tengah","0799","-6.6626,111.0024","",""
"1650","Outlet Runting","16500083","Runting, Jawa Tengah","0083","-6.7218,111.053","",""
"1651","Outlet Pondohan","16510696","Pondohan, Jawa Tengah","0696","-6.7302,111.0837","",""
"1652","Outlet Dukuhseti","16520005","Dukuhseti, Jawa Tengah","0005","-6.4705,111.0358","",""
"1653","Outlet Ngurensiti","16530966","Ngurensiti, Jawa Tengah","0966","-6.6989,111.0864","",""
"1654","Outlet Suwatu","16540841","Suwatu, Jawa Tengah","0841","-6.6312,111.008","",""
"1655","Outlet Triwil","16550989","Triwil, Jawa Tengah","0989","-6.7204,111.0994","",""
"1656","Outlet Karangrowo","16560426","Karangrowo, Jawa Tengah","0426","-6.7453,111.0893","",""
"1657","Outlet Krajan Gajahmati","16570825","Krajan Gajahmati, Jawa Tengah","0825","-6.7618,111.046","",""
"1658","Outlet Tlogorejo","16580879","Tlogorejo, Jawa Tengah","0879","-6.7097,111.0167","",""
"1659","Outlet Cabak Satu","16590788","Cabak Satu, Jawa Tengah","0788","-6.6254,110.9935","",""
"1660","Outlet Krajan Dukuhseti","1660027","Krajan Dukuhseti, Jawa Tengah","027","-6.457,111.0315","",""
"1661","Outlet Mojolampir","16610499","Mojolampir, Jawa Tengah","0499","-6.7997,111.2087","",""
"1662","Outlet Kauman","16620542","Kauman, Jawa Tengah","0542","-6.7175,111.146","",""
"1663","Outlet Ploso","16630779","Ploso, Jawa Tengah","0779","-6.8005,111.1463","",""
"1664","Outlet Jontro","16640932","Jontro, Jawa Tengah","0932","-6.692,111.0708","",""
"1665","Outlet Pangkalan","16650631","Pangkalan, Jawa Tengah","0631","-6.6183,111.0783","",""
"1666","Outlet Ngarus","16660888","Ngarus, Jawa Tengah","0888","-6.7406,111.0331","",""
"1667","Outlet Tluwah","16670412","Tluwah, Jawa Tengah","0412","-6.7309,111.1439","",""
"1668","Outlet Lahar","16680607","Lahar, Jawa Tengah","0607","-6.645,110.9935","",""
"1669","Outlet Taunan","16690148","Taunan, Jawa Tengah","0148","-6.7751,111.2159","",""
"1670","Outlet Ngaliyan","16700175","Ngaliyan, Jawa Tengah","0175","-6.7039,111.0431","",""
"1671","Outlet Bodeh","16710168","Bodeh, Jawa Tengah","0168","-6.8357,111.1318","",""
"1672","Outlet Sekarjalak","16720888","Sekarjalak, Jawa Tengah","0888","-6.6132,111.0654","",""
"1673","Outlet Geneng Tengah","16730074","Geneng Tengah, Jawa Tengah","0074","-6.6854,111.1217","",""
"1674","Outlet Tayu","16740677","Tayu, Jawa Tengah","0677","-6.5397,111.0518","",""
"1675","Outlet Jembangan","16750375","Jembangan, Jawa Tengah","0375","-6.7113,111.2111","",""
"1676","Outlet Ngulaan","16760824","Ngulaan, Jawa Tengah","0824","-6.7026,111.066","",""
"1677","Outlet Sempu","16770373","Sempu, Jawa Tengah","0373","-6.7617,111.1511","",""
"1678","Outlet Jakenan","16780669","Jakenan, Jawa Tengah","0669","-6.762,111.1643","",""
"1679","Outlet Dukutalit","16790498","Dukutalit, Jawa Tengah","0498","-6.7094,111.1367","",""
"1680","Outlet Pohijo","16800658","Pohijo, Jawa Tengah","0658","-6.6266,111.0717","",""
"1681","Outlet Klayusiwalan","16810037","Klayusiwalan, Jawa Tengah","0037","-6.7215,111.2001","",""
"1682","Outlet Trangkil","16820154","Trangkil, Jawa Tengah","0154","-6.6632,111.0746","",""
"1683","Outlet Jepat Kidul","16830676","Jepat Kidul, Jawa Tengah","0676","-6.5574,111.0519","",""
"1684","Outlet Sejomulyo","16840195","Sejomulyo, Jawa Tengah","0195","-6.7429,111.1432","",""
"1685","Outlet Gemiring","16850076","Gemiring, Jawa Tengah","0076","-6.7531,111.0155","",""
"1686","Outlet Regaloh","16860526","Regaloh, Jawa Tengah","0526","-6.6975,111.0249","",""
"1687","Outlet Tegalwero","16870746","Tegalwero, Jawa Tengah","0746","-6.7979,111.1675","",""
"1688","Outlet Winong","16880648","Winong, Jawa Tengah","0648","-6.7445,111.0305","",""
"1689","Outlet Winong","16890776","Winong, Jawa Tengah","0776","-6.5202,111.0367","",""
"1690","Outlet Genetan","16900738","Genetan, Jawa Tengah","0738","-6.7541,111.1585","",""
"1691","Outlet Semerak","16910301","Semerak, Jawa Tengah","0301","-6.58,111.0559","",""
"1692","Outlet Growong Kidul","16920877","Growong Kidul, Jawa Tengah","0877","-6.7148,111.138","",""
"1693","Outlet Krajan Gajihan","16930781","Krajan Gajihan, Jawa Tengah","0781","-6.5802,111.0018","",""
"1694","Outlet Krajan Ngagel","16940052","Krajan Ngagel, Jawa Tengah","0052","-6.4869,111.0381","",""
"1695","Outlet Krajan Bakalan","1695012","Krajan Bakalan, Jawa Tengah","012","-6.505,111.0425","",""
"1696","Outlet Kalisabuk","16960242","Kalisabuk, Jawa Tengah","0242","-6.6929,111.1295","",""
"1697","Outlet Tlogowungu","16970881","Tlogowungu, Jawa Tengah","0881","-6.7069,111.0141","",""
"1698","Outlet Tlogo","1698016","Tlogo, Jawa Tengah","016","-6.5094,111.0227","",""
"1699","Outlet Bringin","16990624","Bringin, Jawa Tengah","0624","-6.711,111.032","",""
"1700","Outlet Pohbango","17000559","Pohbango, Jawa Tengah","0559","-6.6425,111.0625","",""
"1701","Outlet Tunjungrejo","17010874","Tunjungrejo, Jawa Tengah","0874","-6.5964,111.0661","",""
"1702","Outlet Drajak","17020964","Drajak, Jawa Tengah","0964","-6.5702,111.0325","",""
"1703","Outlet Bulumanis Kidul","17030699","Bulumanis Kidul, Jawa Tengah","0699","-6.6128,111.0689","",""
"1704","Outlet Krajan Satu Kembang","17040447","Krajan Satu Kembang, Jawa Tengah","0447","-6.452,111.0223","",""
"1705","Outlet Bancak Wetan","17050808","Bancak Wetan, Jawa Tengah","0808","-6.5564,110.9862","",""
"1706","Outlet Bongsri","17060202","Bongsri, Jawa Tengah","0202","-6.728,111.049","",""
"1707","Outlet Guwo","17070539","Guwo, Jawa Tengah","0539","-6.7302,111.1056","",""
"1708","Outlet Kebonagung","17080307","Kebonagung, Jawa Tengah","0307","-6.7117,111.0668","",""
"1709","Outlet Krandan","17090682","Krandan, Jawa Tengah","0682","-6.6516,111.0831","",""
"1710","Outlet Suwaduk","17100625","Suwaduk, Jawa Tengah","0625","-6.6805,111.0603","",""
"1711","Outlet Ngening","17110363","Ngening, Jawa Tengah","0363","-6.7212,111.1804","",""
"1712","Outlet Kebonturi","17120312","Kebonturi, Jawa Tengah","0312","-6.7589,111.1842","",""
"1713","Outlet Pagak Kulon","17130025","Pagak Kulon, Jawa Tengah","0025","-6.7582,111.2152","",""
"1714","Outlet Kemangi","17140526","Kemangi, Jawa Tengah","0526","-6.7835,111.1945","",""
"1715","Outlet Manding","17150038","Manding, Jawa Tengah","0038","-6.8366,111.136","",""
"1716","Outlet Gunungwungkal","17160507","Gunungwungkal, Jawa Tengah","0507","-6.5662,110.9891","",""
"1717","Outlet Kembang","17170384","Kembang, Jawa Tengah","0384","-6.713,111.1634","",""
"1718","Outlet Kuniran","17180085","Kuniran, Jawa Tengah","0085","-6.7437,111.2319","",""
"1719","Outlet Pajeksan","17190639","Pajeksan, Jawa Tengah","0639","-6.7138,111.1453","",""
"1720","Outlet Sumberan","17200982","Sumberan, Jawa Tengah","0982","-6.7917,111.2037","",""
"1721","Outlet Baleber","17210835","Baleber, Jawa Tengah","0835","-6.5415,111.0064","",""
"1722","Outlet Bagangan","17220688","Bagangan, Jawa Tengah","0688","-6.6595,111.0244","",""
"1723","Outlet Batangan","17230717","Batangan, Jawa Tengah","0717","-6.7094,111.2295","",""
"1724","Outlet Tayu Kulon","17240544","Tayu Kulon, Jawa Tengah","0544","-6.5352,111.0425","",""
"1725","Outlet Banteng","17250042","Banteng, Jawa Tengah","0042","-6.5966,111.0157","",""
"1726","Outlet Kedung","17260205","Kedung, Jawa Tengah","0205","-6.599,111.0439","",""
"1727","Outlet Bakaran Kulon","17270655","Bakaran Kulon, Jawa Tengah","0655","-6.7047,111.126","",""
"1728","Outlet Banyutowo","17280777","Banyutowo, Jawa Tengah","0777","-6.4583,111.0461","",""
"1729","Outlet Karang Wetan","17290531","Karang Wetan, Jawa Tengah","0531","-6.8124,111.1749","",""
"1730","Outlet Bajomulyo","17300266","Bajomulyo, Jawa Tengah","0266","-6.7107,111.1516","",""
"1731","Outlet Bonagung","1731042","Bonagung, Jawa Tengah","042","-6.6608,111.0888","",""
"1732","Outlet Tlogocilik","17320536","Tlogocilik, Jawa Tengah","0536","-6.7565,111.1048","",""
"1733","Outlet Gondosari","17330792","Gondosari, Jawa Tengah","0792","-6.5244,111.0209","",""
"1734","Outlet Tlogomojo","17340013","Tlogomojo, Jawa Tengah","0013","-6.7425,111.1726","",""
"1735","Outlet Tlutup","17350463","Tlutup, Jawa Tengah","0463","-6.6492,111.0889","",""
"1736","Outlet Mantingantengah","17360142","Mantingantengah, Jawa Tengah","0142","-6.7757,111.1423","",""
"1737","Outlet Geritan","17370492","Geritan, Jawa Tengah","0492","-6.7522,111.0604","",""
"1738","Outlet Krajan Kajar","17380317","Krajan Kajar, Jawa Tengah","0317","-6.6685,111.0724","",""
"1739","Outlet Kedungpancing","17390662","Kedungpancing, Jawa Tengah","0662","-6.7247,111.1462","",""
"1740","Outlet Krajan Langenharjo","17400439","Krajan Langenharjo, Jawa Tengah","0439","-6.6296,111.085","",""
"1741","Outlet Jambean","17410627","Jambean, Jawa Tengah","0627","-6.7371,111.0352","",""
"1742","Outlet Wedarijaksa","1742016","Wedarijaksa, Jawa Tengah","016","-6.6816,111.0716","",""
"1743","Outlet Pasucen","17430562","Pasucen, Jawa Tengah","0562","-6.6579,111.0518","",""
"1744","Outlet Palemgede","1744033","Palemgede, Jawa Tengah","033","-6.8314,111.1792","",""
"1745","Outlet Krajan Alasdowo","17450554","Krajan Alasdowo, Jawa Tengah","0554","-6.4773,111.0379","",""
"1746","Outlet Glonggong","17460701","Glonggong, Jawa Tengah","0701","-6.7535,111.1234","",""
"1747","Outlet Kadilangu","1747041","Kadilangu, Jawa Tengah","041","-6.6465,111.0863","",""
"1748","Outlet Karanganyar","17480365","Karanganyar, Jawa Tengah","0365","-6.7072,111.0834","",""
"1749","Outlet Dersah","17490474","Dersah, Jawa Tengah","0474","-6.7836,111.1564","",""
"1750","Outlet Tluwuk","17500658","Tluwuk, Jawa Tengah","0658","-6.6786,111.1158","",""
"1751","Outlet Bulumanis Lor","17510737","Bulumanis Lor, Jawa Tengah","0737","-6.6083,111.0666","",""
"1752","Outlet Kincir Wetan","17520129","Kincir Wetan, Jawa Tengah","0129","-6.7011,111.1203","",""
"1753","Outlet Parenggan","17530581","Parenggan, Jawa Tengah","0581","-6.7469,111.043","",""
"1754","Outlet Sidomukti","17540935","Sidomukti, Jawa Tengah","0935","-6.6247,111.0526","",""
"1755","Outlet Bumimulyo","17550481","Bumimulyo, Jawa Tengah","0481","-6.7089,111.201","",""
"1756","Outlet Bancaran","17560066","Bancaran, Jawa Tengah","0066","-6.5793,111.0431","",""
"1757","Outlet Kletek","17570035","Kletek, Jawa Tengah","0035","-6.8339,111.223","",""
"1758","Outlet Doropayung","17580519","Doropayung, Jawa Tengah","0519","-6.7204,111.1439","",""
"1759","Outlet Karangdowo","17590809","Karangdowo, Jawa Tengah","0809","-6.7377,111.0434","",""
"1760","Outlet Margotuhu Kidul","17600689","Margotuhu Kidul, Jawa Tengah","0689","-6.5781,111.0606","",""
"1761","Outlet Ngangguk","17610229","Ngangguk, Jawa Tengah","0229","-6.7547,111.0823","",""
"1762","Outlet Kepoh","17620575","Kepoh, Jawa Tengah","0575","-6.6752,111.1043","",""
"1763","Outlet Widorokandang","17630837","Widorokandang, Jawa Tengah","0837","-6.7412,111.079","",""
"1764","Outlet Kudukeras","17640937","Kudukeras, Jawa Tengah","0937","-6.7133,111.1494","",""
"1765","Outlet Payang","17650046","Payang, Jawa Tengah","0046","-6.7284,111.0598","",""
"1766","Outlet Sambilawang","176604","Sambilawang, Jawa Tengah","04","-6.6602,111.1025","",""
"1767","Outlet Pesagen","17670319","Pesagen, Jawa Tengah","0319","-6.6027,111.0133","",""
"1768","Outlet Tlogoharum","17680203","Tlogoharum, Jawa Tengah","0203","-6.6698,111.1059","",""
"1769","Outlet Jetak","17690185","Jetak, Jawa Tengah","0185","-6.6725,111.0982","",""
"1770","Outlet Jetak","17700785","Jetak, Jawa Tengah","0785","-6.8144,111.1299","",""
"1771","Outlet Puri","17710782","Puri, Jawa Tengah","0782","-6.7487,111.0254","",""
"1772","Outlet Gendolo","17720149","Gendolo, Jawa Tengah","0149","-6.8,111.1956","",""
"1773","Outlet Krajan Grogolan","1773083","Krajan Grogolan, Jawa Tengah","083","-6.4853,111.0227","",""
"1774","Outlet Kaborongan","17740764","Kaborongan, Jawa Tengah","0764","-6.7462,111.0394","",""
"1775","Outlet Rowo","17750711","Rowo, Jawa Tengah","0711","-6.5488,111.0396","",""
"1776","Outlet Krajan Tanjungrejo","17760059","Krajan Tanjungrejo, Jawa Tengah","0059","-6.6337,111.0441","",""
"1777","Outlet Koroyo","1777005","Koroyo, Jawa Tengah","005","-6.6893,111.0669","",""
"1778","Outlet Tegalarum","17780561","Tegalarum, Jawa Tengah","0561","-6.6103,111.011","",""
"1779","Outlet Bungasrejo","1779029","Bungasrejo, Jawa Tengah","029","-6.7432,111.1231","",""
"1780","Outlet Kalimati","17800552","Kalimati, Jawa Tengah","0552","-6.7588,111.2382","",""
"1781","Outlet Tapen","17810479","Tapen, Jawa Tengah","0479","-6.639,111.0818","",""
"1782","Outlet Klumpit","17820884","Klumpit, Jawa Tengah","0884","-6.7797,111.165","",""
"1783","Outlet Batursari","178301","Batursari, Jawa Tengah","01","-6.7092,111.2315","",""
"1784","Outlet Pekuwon","17840694","Pekuwon, Jawa Tengah","0694","-6.7238,111.1608","",""
"1785","Outlet Tambakromo","17850766","Tambakromo, Jawa Tengah","0766","-6.7259,111.0677","",""
"1786","Outlet Growong Lor","17860955","Growong Lor, Jawa Tengah","0955","-6.7115,111.1413","",""
"1787","Outlet Pecinan","17870046","Pecinan, Jawa Tengah","0046","-6.5316,111.055","",""
"1788","Outlet Sobo","17880329","Sobo, Jawa Tengah","0329","-6.7677,111.2149","",""
"1789","Outlet Bagu","17890944","Bagu, Jawa Tengah","0944","-6.7262,111.1295","",""
"1790","Outlet Purwosari","17900241","Purwosari, Jawa Tengah","0241","-6.7012,111.0018","",""
"1791","Outlet Juwana","17910389","Juwana, Jawa Tengah","0389","-6.715,111.1514","",""
"1792","Outlet Cibolek Kidul","17920018","Cibolek Kidul, Jawa Tengah","0018","-6.601,111.0658","",""
"1793","Outlet Jembul Kulon","17930385","Jembul Kulon, Jawa Tengah","0385","-6.5469,110.9983","",""
"1794","Outlet Mangonan","17940176","Mangonan, Jawa Tengah","0176","-6.708,111.2252","",""
"1795","Outlet Dodol","17950507","Dodol, Jawa Tengah","0507","-6.6831,111.1032","",""
"1796","Outlet Boto","1796047","Boto, Jawa Tengah","047","-6.8099,111.1954","",""
"1797","Outlet Asempapan","17970919","Asempapan, Jawa Tengah","0919","-6.6677,111.1028","",""
"1798","Outlet Kijingan","1798043","Kijingan, Jawa Tengah","043","-6.7528,111.1162","",""
"1799","Outlet Kajen","17990165","Kajen, Jawa Tengah","0165","-6.6067,111.0594","",""
"1800","Outlet Mantingan","18000172","Mantingan, Jawa Tengah","0172","-6.8097,111.2295","",""
"1801","Outlet Sumber","18010856","Sumber, Jawa Tengah","0856","-6.6131,111.0325","",""
"1802","Outlet Pagerharjo","18020376","Pagerharjo, Jawa Tengah","0376","-6.6793,111.0853","",""
"1803","Outlet Bakaran Wetan","18030345","Bakaran Wetan, Jawa Tengah","0345","-6.7066,111.1355","",""
"1804","Outlet Mantup","18040908","Mantup, Jawa Tengah","0908","-6.8045,111.2465","",""
"1805","Outlet Delok","18050782","Delok, Jawa Tengah","0782","-6.7069,111.2399","",""
